Ticker,Company Name,Sector,Market Cap,52-Week High,52-Week Low,Average Price,Previous Close
NTRS,NTRS,Asset Management & Custody Banks,20313380864,111.87,76.67,94.27000000000001,100.51
NOC,NOC,Aerospace & Defense,68409634816,555.57,418.6,487.08500000000004,467.13
NCLH,NCLH,"Hotels, Resorts & Cruise Lines",11832542208,28.64,14.69,21.665,25.41
NRG,NRG,Independent Power Producers & Energy Traders,18322094080,103.14,50.0,76.57,89.25
NUE,NUE,Steel,27374499840,203.0,113.9375,158.46875,115.78
NVDA,NVDA,Semiconductors,3298803056640,152.89,47.32,100.10499999999999,130.68
NVR,NVR,Homebuilding,25359060992,9964.77,6800.0,8382.385,8101.21
NXPI,NXPI,Semiconductors,53433757696,296.08,201.58,248.82999999999998,207.27
ORLY,ORLY,Automotive Retail,70380068864,1283.96,914.5,1099.23,1214.39
OXY,OXY,Oil & Gas Exploration & Production,44224106496,71.19,45.17,58.18,45.36
ODFL,ODFL,Cargo Ground Transportation,38722129920,233.26,165.49,199.375,187.74
OMC,OMC,Advertising,17453082624,107.0,84.43,95.715,87.19
ON,ON,Semiconductors,27889702912,86.1,59.34,72.72,64.8
OKE,OKE,Oil & Gas Storage & Transportation,58471841792,118.07,67.05,92.56,97.66
ORCL,ORCL,Application Software,474532249600,198.31,101.74,150.025,168.79
OTIS,OTIS,Industrial Machinery & Supplies & Components,37373571072,106.33,85.42,95.875,92.87
PCAR,PCAR,Construction Machinery & Heavy Transportation Equipment,55219380224,125.5,90.04,107.77000000000001,104.51
PKG,PKG,Paper & Plastic Packaging Products & Materials,20473718784,250.82,159.57,205.195,226.21
PLTR,PLTR,Internet Services & Infrastructure,183494524928,80.91,15.664,48.287,74.21
PANW,PANW,Systems Software,122565033984,207.24,130.045,168.64249999999998,189.36
PARA,PARA,Movies & Entertainment,7596251648,15.7,9.54,12.62,10.58
PH,PH,Industrial Machinery & Supplies & Components,83307585536,712.42,440.0,576.21,639.27
PAYX,PAYX,Human Resource & Employment Services,50243190784,150.71,114.72,132.715,137.81
PAYC,PAYC,Human Resource & Employment Services,11949295616,242.74,139.5,191.12,206.99
PYPL,PYPL,Transaction & Payment Processing Services,87351312384,93.66,55.77,74.715,86.78
PNR,PNR,Industrial Machinery & Supplies & Components,16845300736,110.71,68.08,89.395,100.98
PEP,PEP,Soft Drinks & Non-alcoholic Beverages,209626349568,183.41,150.51,166.95999999999998,151.47
PFE,PFE,Pharmaceuticals,149381857280,31.54,24.48,28.009999999999998,25.77
PCG,PCG,Multi-Utilities,43475365888,21.72,15.94,18.83,19.42
PM,PM,Tobacco,193140981760,134.15,87.82,110.985,122.17
PSX,PSX,Oil & Gas Refining & Marketing,45581594624,174.08,109.39,141.735,110.35
PNW,PNW,Multi-Utilities,9659952128,95.42,65.2,80.31,84.6
PNC,PNC,Diversified Banks,76483887104,216.26,139.69,177.975,190.03
POOL,POOL,Distributors,13282891776,422.73,293.51,358.12,340.94
PPG,PPG,Specialty Chemicals,27888719872,150.82,118.07,134.445,119.52
PPL,PPL,Electric Utilities,23932366848,35.15,25.35,30.25,32.02
PFG,PFG,Life & Health Insurance,17680521216,91.98,72.21,82.095,75.18
PG,PG,Personal Care Products,395788025856,180.43,144.97,162.7,169.19
PGR,PGR,Property & Casualty Insurance,140577062912,270.62,156.06,213.34,239.71
PLD,PLD,Industrial REITs,95692398592,135.76,100.82,118.28999999999999,101.4
PRU,PRU,Life & Health Insurance,41939349504,130.55,100.6,115.575,115.47
PEG,PEG,Electric Utilities,42379018240,95.22,56.85,76.035,83.19
PTC,PTC,Application Software,22533797888,203.09,163.3,183.195,187.13
PSA,PSA,Self-Storage REITs,52116942848,369.99,256.31,313.15,289.33
PHM,PHM,Homebuilding,22665662464,149.47,99.03,124.25,108.89
QRVO,QRVO,Semiconductors,6697217024,130.99,64.54,97.76500000000001,68.8
PWR,PWR,Construction & Engineering,48477257728,350.19,187.27,268.73,322.59
QCOM,QCOM,Semiconductors,169860792320,230.63,134.94,182.785,150.4
DGX,DGX,Health Care Services,17088257024,165.32,123.04,144.18,151.52
RL,RL,"Apparel, Accessories & Luxury Goods",14299996160,237.16,134.9,186.03,222.46
RJF,RJF,Investment Banking & Brokerage,31637176320,171.38,104.24,137.81,150.86
RTX,RTX,Aerospace & Defense,155037220864,128.7,83.08,105.88999999999999,115.46
O,O,Retail REITs,46202388480,64.88,50.65,57.765,51.76
REG,REG,Retail REITs,13476028416,76.53,56.51,66.52,72.42
REGN,REGN,Biotechnology,77126295552,1211.2,693.0,952.1,708.25
RF,RF,Regional Banks,21603698688,27.96,17.42,22.69,23.17
RSG,RSG,Environmental & Facilities Services,63798456320,220.58,161.94,191.26,203.95
RMD,RMD,Health Care Equipment,34830286848,260.49,164.12,212.305,231.58
RVTY,RVTY,Health Care Equipment,13698777088,129.5,97.32,113.41,110.54
ROK,ROK,Electrical Components & Equipment,32755834880,312.76,242.81,277.78499999999997,286.0
ROL,ROL,Environmental & Facilities Services,22723590144,52.16,40.41,46.285,47.01
ROP,ROP,Electronic Equipment & Instruments,56338120704,580.09,508.22,544.155,521.75
ROST,ROST,Apparel Retail,49208905728,163.6,127.53,145.565,147.79
RCL,RCL,"Hotels, Resorts & Cruise Lines",64107868160,258.7,113.1,185.89999999999998,230.76
SPGI,SPGI,Financial Exchanges & Data,152608636928,533.29,407.69,470.49,486.56
CRM,CRM,Application Software,328873050112,369.0,212.0,290.5,336.23
SBAC,SBAC,Telecom Tower REITs,21888458752,256.68,183.64,220.16,198.24
SLB,SLB,Oil & Gas Equipment & Services,52009488384,55.69,36.52,46.105000000000004,36.91
STX,STX,"Technology Hardware, Storage & Peripherals",18468683776,115.32,79.39,97.35499999999999,87.54
SRE,SRE,Multi-Utilities,54985363456,95.77,66.4,81.08500000000001,85.9
NOW,NOW,Systems Software,225143422976,1157.9,637.99,897.945,1074.87
SHW,SHW,Specialty Chemicals,87007649792,400.42,282.09,341.255,342.38
SPG,SPG,Retail REITs,64434921472,186.0,135.15,160.575,169.26
SWKS,SWKS,Semiconductors,14192988160,120.86,82.13,101.495,88.26
SJM,SJM,Packaged Foods & Meats,11694054400,134.62,105.69,120.155,108.97
SW,SW,Paper & Plastic Packaging Products & Materials,27713910784,56.986,38.55,47.768,51.18
SNA,SNA,Industrial Machinery & Supplies & Components,18038120448,373.9,252.98,313.44,337.67
SOLV,SOLV,Health Care Technology,11545350144,77.17,47.16,62.165,66.8
SO,SO,Electric Utilities,90788044800,94.45,65.8,80.125,81.78
LUV,LUV,Passenger Airlines,19959246848,36.12,23.58,29.849999999999998,32.78
SWK,SWK,Industrial Machinery & Supplies & Components,12641447936,110.88,77.7,94.28999999999999,79.43
SBUX,SBUX,Restaurants,99740385280,103.32,71.55,87.435,88.76
STT,STT,Asset Management & Custody Banks,28787427328,101.91,70.2,86.055,95.42
STLD,STLD,Steel,17613223936,155.56,104.6,130.07999999999998,115.29
STE,STE,Health Care Equipment,20480778240,248.24,197.82,223.03,204.34
SYK,SYK,Health Care Equipment,138991353856,398.2,292.43,345.315,357.14
SMCI,SMCI,"Technology Hardware, Storage & Peripherals",18497998848,122.9,17.25,70.075,31.24
SYF,SYF,Consumer Finance,25482563584,69.386,35.29,52.337999999999994,64.27
SNPS,SNPS,Application Software,76080201728,629.38,457.52,543.45,493.35
SYY,SYY,Food Distributors,37809664000,82.89,69.03,75.96000000000001,76.55
TMUS,TMUS,Wireless Telecommunication Services,255667552256,248.15,153.84,200.995,218.0
TROW,TROW,Asset Management & Custody Banks,25797103616,125.81,100.49,113.15,112.97
TTWO,TTWO,Interactive Home Entertainment,31958847488,191.91,135.24,163.575,181.38
TPR,TPR,"Apparel, Accessories & Luxury Goods",14949259264,65.3,35.23,50.265,62.66
TRGP,TRGP,Oil & Gas Storage & Transportation,38551359488,209.87,81.03,145.45,172.53
TGT,TGT,Consumer Staples Merchandise Retail,60245712896,181.86,120.21,151.035,130.43
TEL,TEL,Electronic Manufacturing Services,42980601856,159.98,128.52,144.25,143.89
TDY,TDY,Electronic Equipment & Instruments,21774923776,492.0,355.41,423.70500000000004,464.95
TFX,TFX,Health Care Equipment,8274409984,256.85,171.69,214.27,174.79
TER,TER,Semiconductor Materials & Equipment,20512342016,163.21,92.29,127.75,125.19
TSLA,TSLA,Automobile Manufacturers,1351627833344,488.54,138.8,313.67,436.17
TXN,TXN,Semiconductors,170465984512,220.39,155.46,187.925,184.47
TPL,TPL,Oil & Gas Exploration & Production,26033317888,1769.14,467.61667,1118.378335,1096.33
TXT,TXT,Aerospace & Defense,14256596992,97.34,75.36,86.35,75.82
TMO,TMO,Life Sciences Tools & Services,200449114112,627.88,493.3,560.59,516.69
TJX,TJX,Apparel Retail,137147523072,128.0,91.31,109.655,121.2
TSCO,TSCO,Other Specialty Retail,28803792896,61.528,41.8,51.664,52.806
TT,TT,Building Products,84858798080,422.0,233.76,327.88,376.9
TDG,TDG,Aerospace & Defense,71758430208,1451.32,972.08,1211.7,1260.12
TRV,TRV,Property & Casualty Insurance,54657093632,269.56,185.27,227.41500000000002,237.71
TRMB,TRMB,Electronic Equipment & Instruments,17495060480,76.97,48.6,62.785,70.74
TFC,TFC,Diversified Banks,57508167680,49.06,34.23,41.644999999999996,42.55
TYL,TYL,Application Software,25911128064,638.56,397.8,518.18,593.6
TSN,TSN,Packaged Foods & Meats,20665157632,66.88,51.16,59.019999999999996,58.2
USB,USB,Diversified Banks,74756628480,53.98,37.81,45.894999999999996,47.41
UBER,UBER,Passenger Ground Transportation,127879766016,87.0,54.84,70.92,60.21
UDR,UDR,Multi-Family Residential REITs,16326182912,47.55,34.19,40.87,42.42
ULTA,ULTA,Other Specialty Retail,19940638720,574.76,318.17,446.46500000000003,425.52
UNP,UNP,Rail Transportation,137208094720,258.66,218.55,238.60500000000002,223.15
UAL,UAL,Passenger Airlines,32032522240,105.09,37.02,71.055,95.56
UPS,UPS,Air Freight & Logistics,107251539968,161.48,122.01,141.745,122.65
URI,URI,Trading Companies & Distributors,47421370368,896.98,533.7,715.34,710.94
UNH,UNH,Managed Health Care,460261654528,630.73,436.38,533.5550000000001,489.25
UHS,UHS,Health Care Facilities,11881064448,243.25,150.11,196.68,175.8
VLO,VLO,Oil & Gas Refining & Marketing,37543813120,184.79,117.14,150.965,118.93
VTR,VTR,Health Care REITs,24650465280,67.61,41.45,54.53,57.73
VLTO,VLTO,Environmental & Facilities Services,25781858304,115.0,73.91,94.455,101.33
VRSN,VRSN,Internet Services & Infrastructure,19108524032,208.04,167.05,187.54500000000002,193.44
VRSK,VRSK,Research & Consulting Services,39095676928,296.58,217.34,256.96,275.58
VZ,VZ,Integrated Telecommunication Services,168090517504,45.36,37.15,41.254999999999995,39.97
VRTX,VRTX,Biotechnology,102308536320,519.88,377.85,448.865,396.64
VTRS,VTRS,Pharmaceuticals,14943747072,13.62,9.93,11.774999999999999,12.13
VICI,VICI,Hotel & Resort REITs,30349555712,34.29,27.075,30.682499999999997,28.27
V,V,Transaction & Payment Processing Services,615235846144,321.62,252.7,287.15999999999997,314.88
VST,VST,Electric Utilities,47614623744,168.67,37.77,103.22,136.9785
VMC,VMC,Construction Materials,34749210624,298.31,218.37,258.34000000000003,260.92
WRB,WRB,Property & Casualty Insurance,22319210496,65.49,46.48,55.985,58.03
GWW,GWW,Industrial Machinery & Supplies & Components,53227368448,1227.66,800.97,1014.315,1081.55
WAB,WAB,Construction Machinery & Heavy Transportation Equipment,33179926528,207.51,123.76,165.635,189.56
WBA,WBA,Drug Retail,8246310400,27.05,8.08,17.565,9.35
WMT,WMT,Consumer Staples Merchandise Retail,740999888896,96.18,51.86667,74.023335,93.4
DIS,DIS,Movies & Entertainment,202879614976,123.74,83.91,103.82499999999999,111.37
WBD,WBD,Broadcasting,26224386048,12.7,6.64,9.67,10.49
WM,WM,Environmental & Facilities Services,82613166080,230.39,175.75,203.07,205.53
WAT,WAT,Life Sciences Tools & Services,21859942400,397.02,279.24,338.13,360.63
WEC,WEC,Electric Utilities,29895450624,102.79,75.13,88.96000000000001,93.26
WFC,WFC,Diversified Banks,234196303872,78.13,46.12,62.125,68.85
WELL,WELL,Health Care REITs,77612081152,140.75,85.4,113.075,123.78
WST,WST,Health Care Supplies,24000782336,413.7,265.0,339.35,327.01
WDC,WDC,"Technology Hardware, Storage & Peripherals",20825450496,81.55,48.96,65.255,59.62
WY,WY,Timber REITs,19981004800,36.27,26.73,31.5,27.21
WMB,WMB,Oil & Gas Storage & Transportation,65204850688,60.36,32.65,46.504999999999995,52.57
WTW,WTW,Insurance Brokers,31987238912,334.99,237.08,286.035,311.0
WYNN,WYNN,Casinos & Gaming,9768043520,110.38,71.63,91.005,88.31
XEL,XEL,Multi-Utilities,38703910912,73.38,46.79,60.084999999999994,66.65
XYL,XYL,Industrial Machinery & Supplies & Components,28458575872,146.08,109.39,127.73500000000001,116.43
YUM,YUM,Restaurants,36937969664,143.2,124.76,133.98,130.36
ZBRA,ZBRA,Electronic Equipment & Instruments,20273004544,413.44,233.95,323.695,385.37
ZBH,ZBH,Health Care Equipment,21324808192,133.9,101.47,117.685,105.81
ZTS,ZTS,Pharmaceuticals,74370031616,200.53,144.8,172.66500000000002,163.52
