Symbol,Company Name,Sector,Market Cap,52-Week High,52-Week Low,Average Price,Previous Close
MGM,MGM Resorts International,Consumer Cyclical,10021927936,48.25,33.28,39.9038,34.65
MCHP,Microchip Technology Incorporated,Technology,30545129472,100.57,55.27,81.05095,57.35
MU,"Micron Technology, Inc.",Technology,97300463616,157.54,79.15,110.5651,84.16
MSFT,Microsoft Corporation,Technology,3112092041216,468.35,366.5,425.17285,421.5
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,18289690624,167.39,121.51,146.84225,154.57
MRNA,"Moderna, Inc.",Healthcare,16162355200,170.47,35.8,89.00997,41.58
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,7317021184,164.29,96.28,133.0335,119.13
MOH,"Molina Healthcare, Inc.",Healthcare,16430127104,423.92,272.69,329.42264,291.05
TAP,Molson Coors Beverage Company,Consumer Defensive,11783314432,69.18,49.19,56.9815,57.32
MDLZ,"Mondelez International, Inc.",Consumer Defensive,79562809344,77.2,58.9,68.413,59.73
MPWR,"Monolithic Power Systems, Inc.",Technology,28986050560,959.64,546.71,765.04865,591.7
MNST,Monster Beverage Corporation,Consumer Defensive,50872520704,61.23,43.32,52.15765,52.56
MCO,Moody's Corporation,Financial Services,85693267968,503.95,360.05,444.3231,473.37
MS,Morgan Stanley,Financial Services,201025568768,136.24,83.09,105.9221,125.72
MOS,The Mosaic Company,Basic Materials,7744184832,36.03,23.56,28.0548,24.58
MSI,"Motorola Solutions, Inc.",Technology,76746973184,507.82,307.31,415.1727,462.23
MSCI,MSCI Inc.,Financial Services,46797852672,642.45,439.95,547.1038,600.01
NDAQ,"Nasdaq, Inc.",Financial Services,44503515136,83.77,54.9,68.53635,77.31
NTAP,"NetApp, Inc.",Technology,23567230976,135.45,83.62,119.1346,116.08
NFLX,"Netflix, Inc.",Communication Services,379039809536,941.75,471.8,703.4434,891.32
NEM,Newmont Corporation,Basic Materials,43682328576,58.72,29.42,44.9319,37.22
NWSA,News Corporation,Communication Services,16145874944,30.04,22.65,26.9284,27.54
NWS,News Corporation,Communication Services,16145876992,32.87,23.99,28.2852,30.43
NEE,"NextEra Energy, Inc.",Utilities,147258802176,86.1,53.95,75.03085,71.69
NKE,"NIKE, Inc.",Consumer Cyclical,109657792512,107.43,70.75,83.7226,75.67
NI,NiSource Inc.,Utilities,16972085248,38.56,24.8,31.8534,36.76
NDSN,Nordson Corporation,Industrials,11686569984,279.38,204.27,248.4849,208.46
NSC,Norfolk Southern Corporation,Industrials,53075906560,277.6,206.71,242.49535,234.7
NTRS,Northern Trust Corporation,Financial Services,20414472192,111.87,76.67,91.09595,102.5
NOC,Northrop Grumman Corporation,Industrials,68186722304,555.57,418.6,482.6874,469.29
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,11397231616,28.64,14.69,20.3779,25.73
NRG,"NRG Energy, Inc.",Utilities,18787995648,103.14,50.23,82.64595,90.22
NUE,Nucor Corporation,Basic Materials,26881392640,203.0,113.94,157.2856,116.71
NVDA,NVIDIA Corporation,Technology,3387211907072,152.89,48.306,118.11343,134.29
NVR,"NVR, Inc.",Consumer Cyclical,24480065536,9964.77,6800.0,8474.351,8178.9
NXPI,NXP Semiconductors N.V.,Technology,52409511936,296.08,201.58,244.9791,207.85
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,68567326720,1283.96,914.5,1117.9597,1185.8
OXY,Occidental Petroleum Corporation,Energy,46738866176,71.19,45.17,57.4356,49.41
ODFL,"Old Dominion Freight Line, Inc.",Industrials,37518004224,233.26,165.49,196.42615,176.4
OMC,Omnicom Group Inc.,Communication Services,16977768448,107.0,84.43,95.9302,86.04
ON,ON Semiconductor Corporation,Technology,26275932160,85.16,59.34,70.73255,63.05
OKE,"ONEOK, Inc.",Energy,59327127552,118.07,67.05,89.4142,100.4
ORCL,Oracle Corporation,Technology,464379281408,198.31,102.13,148.23595,166.64
OTIS,Otis Worldwide Corporation,Industrials,36846280704,106.33,85.42,97.3685,92.61
PCAR,PACCAR Inc,Industrials,54223208448,125.5,90.04,106.4757,104.02
PKG,Packaging Corporation of America,Consumer Cyclical,20227655680,250.82,159.57,203.4997,225.13
PLTR,Palantir Technologies Inc.,Technology,171284332544,84.797,15.664,36.89885,75.63
PANW,"Palo Alto Networks, Inc.",Technology,118601588736,207.24,130.045,168.01895,181.96
PARA,Paramount Global,Communication Services,7531193344,15.7,9.54,11.12645,10.46
PH,Parker-Hannifin Corporation,Industrials,81031815168,712.42,449.89,587.84296,636.03
PAYX,"Paychex, Inc.",Technology,49868726272,150.71,114.72,130.1086,140.22
PAYC,"Paycom Software, Inc.",Technology,11613126656,242.74,139.5,179.12485,204.97
PYPL,"PayPal Holdings, Inc.",Financial Services,86398902272,93.66,55.77,71.40065,85.35
PNR,Pentair plc,Industrials,16589193216,110.71,68.33,89.409,100.64
PEP,"PepsiCo, Inc.",Consumer Defensive,206086635520,183.41,149.71,169.43265,152.06
PFE,Pfizer Inc.,Healthcare,150798614528,31.54,24.48,27.92465,26.53
PCG,PG&E Corporation,Utilities,43892133888,21.72,15.94,18.79945,20.18
PM,Philip Morris International Inc.,Consumer Defensive,188289908736,134.15,87.82,112.6397,120.35
PSX,Phillips 66,Energy,47250071552,174.08,108.91,137.4615,113.93
PNW,Pinnacle West Capital Corporation,Utilities,9586046976,95.42,65.2,82.857,84.77
PNC,"The PNC Financial Services Group, Inc.",Financial Services,75940298752,216.26,139.69,175.0481,192.85
POOL,Pool Corporation,Industrials,12667534336,422.73,293.51,359.4483,340.94
PPG,"PPG Industries, Inc.",Basic Materials,26777440256,147.76,115.34,128.43175,119.45
PPL,PPL Corporation,Utilities,23747874816,35.15,25.35,30.41225,32.46
PFG,"Principal Financial Group, Inc.",Financial Services,17701105664,91.98,72.21,82.1583,77.41
PG,The Procter & Gamble Company,Consumer Defensive,390889537536,180.43,146.28,167.61604,167.65
PGR,The Progressive Corporation,Financial Services,140975423488,270.62,161.56,230.32056,239.61
PLD,"Prologis, Inc.",Real Estate,96563003392,135.76,100.82,117.03115,105.7
PRU,"Prudential Financial, Inc.",Financial Services,42095960064,130.55,100.6,118.90895,118.53
PEG,Public Service Enterprise Group Incorporated,Utilities,42398945280,95.22,56.85,79.27615,84.49
PTC,PTC Inc.,Technology,22026350592,203.09,163.3,181.7817,183.87
PSA,Public Storage,Real Estate,51955773440,369.99,256.31,309.66986,299.44
PHM,"PulteGroup, Inc.",Consumer Cyclical,22075025408,149.47,99.86,123.1806,108.9
PWR,"Quanta Services, Inc.",Industrials,46571585536,350.19,187.27,282.79974,315.95
QCOM,QUALCOMM Incorporated,Technology,170694049792,230.63,135.85,175.88855,153.62
DGX,Quest Diagnostics Incorporated,Healthcare,16849400832,165.32,123.04,146.6392,150.86
RL,Ralph Lauren Corporation,Consumer Cyclical,14379482112,237.16,134.9,186.57115,230.98
RJF,"Raymond James Financial, Inc.",Financial Services,31626973184,171.38,104.24,130.3832,154.83
RTX,RTX Corporation,Industrials,154411630592,128.7,84.43,112.13705,115.72
O,Realty Income Corporation,Real Estate,46036099072,64.88,50.65,56.87105,53.146
REG,Regency Centers Corporation,Real Estate,13185690624,76.53,56.51,67.1865,73.93
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,78592229376,1211.2,693.0,972.20197,712.33
RF,Regions Financial Corporation,Financial Services,21140176896,27.96,17.42,21.9303,23.52
RSG,"Republic Services, Inc.",Industrials,62658584576,220.58,162.27,198.68275,200.6
RMD,ResMed Inc.,Healthcare,33539948544,260.49,166.24,221.3764,228.69
RVTY,"Revvity, Inc.",Healthcare,13630623744,129.5,97.32,113.40685,111.61
ROK,"Rockwell Automation, Inc.",Industrials,31749840896,307.71,242.81,272.7906,285.79
ROL,"Rollins, Inc.",Consumer Cyclical,22297401344,52.16,40.41,48.10225,46.35
ROP,"Roper Technologies, Inc.",Technology,55093186560,580.09,508.22,546.1995,519.85
ROST,"Ross Stores, Inc.",Consumer Cyclical,50347167744,163.6,127.53,144.42876,151.27
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,61577756672,258.7,113.1,174.6005,230.69
SPGI,S&P Global Inc.,Financial Services,153753649152,533.29,407.69,475.2682,498.03
CRM,"Salesforce, Inc.",Technology,316441624576,369.0,212.0,282.22385,334.33
SBAC,SBA Communications Corporation,Real Estate,21547608064,252.64,183.64,214.9501,203.8
SLB,Schlumberger Limited,Energy,54226563072,55.69,36.52,45.25395,38.34
STX,Seagate Technology Holdings plc,Technology,18274076672,115.32,79.39,98.39345,86.31
SRE,Sempra,Utilities,55188049920,95.77,66.4,80.13055,87.72
NOW,"ServiceNow, Inc.",Technology,217528254464,1157.9,637.99,854.2814,1060.12
SHW,The Sherwin-Williams Company,Basic Materials,83907346432,400.42,282.09,343.95734,339.93
SPG,"Simon Property Group, Inc.",Real Estate,65155829760,186.0,135.15,160.2439,172.21
SWKS,"Skyworks Solutions, Inc.",Technology,14145011712,120.86,82.13,98.73765,88.68
SJM,The J. M. Smucker Company,Consumer Defensive,11851550720,134.62,105.69,115.68085,110.12
SW,Smurfit Westrock Plc,Consumer Cyclical,27880359936,56.986,38.55,48.3376,53.86
SNA,Snap-on Incorporated,Industrials,17589856256,373.9,252.98,296.06604,339.48
SOLV,Solventum Corporation,Healthcare,11389868032,77.17,47.16,63.644688,66.06
SO,The Southern Company,Utilities,89922453504,94.45,65.8,82.5003,82.32
LUV,Southwest Airlines Co.,Industrials,20013223936,36.12,23.58,29.1711,33.62
SWK,"Stanley Black & Decker, Inc.",Industrials,12314619904,110.88,77.7,92.3088,80.29
SBUX,Starbucks Corporation,Consumer Cyclical,104502337536,103.32,71.55,88.1795,91.25
STT,State Street Corporation,Financial Services,28714139648,101.91,70.2,83.6791,97.39
STLD,"Steel Dynamics, Inc.",Basic Materials,17040782336,155.56,104.6,129.80154,114.07
STE,STERIS plc,Healthcare,19984279552,248.24,197.82,223.5416,205.56
SYK,Stryker Corporation,Healthcare,136749801472,398.2,294.34,351.6937,360.05
SMCI,"Super Micro Computer, Inc.",Technology,17596227584,122.9,17.25,62.108574,30.48
SYF,Synchrony Financial,Financial Services,25404696576,69.386,35.29,50.76275,65.0
SNPS,"Synopsys, Inc.",Technology,74622525440,629.38,457.52,542.93304,485.36
SYY,Sysco Corporation,Consumer Defensive,37190717440,82.89,69.03,75.7229,76.46
TMUS,"T-Mobile US, Inc.",Communication Services,254762369024,248.15,158.84,194.4118,220.73
TROW,"T. Rowe Price Group, Inc.",Financial Services,25199497216,125.81,100.49,113.73545,113.09
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,32152037376,191.91,135.24,158.67854,184.08
TPR,"Tapestry, Inc.",Consumer Cyclical,15294151680,66.47,35.23,46.02985,65.33
TRGP,Targa Resources Corp.,Energy,39918612480,209.87,81.03,144.63194,178.5
TGT,Target Corporation,Consumer Defensive,62862106624,181.86,120.21,150.64105,135.18
TEL,TE Connectivity plc,Technology,42074140672,159.98,128.52,148.2023,142.97
TDY,"Teledyne Micropac, Inc",Technology,21343387648,492.0,355.41,425.8309,464.13
TFX,Teleflex Incorporated,Healthcare,8315744768,256.85,171.69,216.1604,177.98
TER,"Teradyne, Inc.",Technology,20611686400,163.21,92.29,126.0146,125.92
TSLA,"Tesla, Inc.",Consumer Cyclical,1217511555072,488.54,138.8,239.8647,403.84
TXN,Texas Instruments Incorporated,Technology,170538975232,220.39,155.46,194.23955,187.51
TPL,Texas Pacific Land Corporation,Energy,27112218624,1769.14,467.61667,882.6969,1105.96
TXT,Textron Inc.,Industrials,14059954176,97.34,75.23,87.2792,76.49
TMO,Thermo Fisher Scientific Inc.,Healthcare,199883030528,627.88,493.3,571.5976,520.23
TJX,"The TJX Companies, Inc.",Consumer Cyclical,136191983616,128.0,91.56,111.2028,120.81
TSCO,Tractor Supply Company,Consumer Cyclical,27981135872,61.528,42.724,54.55522,53.06
TT,Trane Technologies plc,Industrials,84122968064,422.0,238.14,352.06415,369.35
TDG,TransDigm Group Incorporated,Industrials,70519103488,1451.32,975.0,1296.8442,1267.28
TRV,"The Travelers Companies, Inc.",Financial Services,54686609408,269.56,189.87,228.4002,240.89
TRMB,Trimble Inc.,Technology,17023739904,76.97,48.6,60.71185,70.66
TFC,Truist Financial Corporation,Financial Services,57521442816,49.06,34.23,41.41515,43.38
TYL,"Tyler Technologies, Inc.",Technology,24595070976,638.56,397.8,538.40967,576.64
TSN,"Tyson Foods, Inc.",Consumer Defensive,20711460864,66.88,51.16,59.88995,57.44
USB,U.S. Bancorp,Financial Services,74663034880,53.98,37.81,44.6097,47.83
UBER,"Uber Technologies, Inc.",Technology,133017690112,87.0,54.84,70.7314,60.32
UDR,"UDR, Inc.",Real Estate,15976819712,47.55,34.19,41.69765,43.41
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,19901222912,574.76,318.17,394.9499,434.93
UNP,Union Pacific Corporation,Industrials,138905600000,258.66,218.55,238.1095,228.04
UAL,"United Airlines Holdings, Inc.",Industrials,31384637440,105.09,37.02,60.0403,97.1
UPS,"United Parcel Service, Inc.",Industrials,105706938368,161.48,122.01,135.9273,126.1
URI,"United Rentals, Inc.",Industrials,45268299776,896.98,533.7,731.5018,704.44
UNH,UnitedHealth Group Incorporated,Healthcare,464292511744,630.73,436.38,539.40375,505.86
UHS,"Universal Health Services, Inc.",Healthcare,11852039168,243.25,150.11,197.97255,179.42
VLO,Valero Energy Corporation,Energy,38987444224,184.79,116.84,147.4792,122.59
VTR,"Ventas, Inc.",Real Estate,24314857472,67.61,41.45,55.5655,58.89
VLTO,Veralto Corporation,Industrials,24876709888,115.0,73.91,102.0996,101.85
VRSN,"VeriSign, Inc.",Technology,19710109696,210.22,167.05,182.7051,206.96
VRSK,"Verisk Analytics, Inc.",Industrials,38605680640,296.58,217.34,263.5195,275.43
VZ,Verizon Communications Inc.,Communication Services,169269215232,45.36,37.56,41.3822,39.99
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,104494964736,519.88,377.85,457.44305,402.7
VTRS,Viatris Inc.,Healthcare,14824387584,13.62,9.93,11.64115,12.45
VICI,VICI Properties Inc.,Real Estate,30560387072,34.29,27.075,30.596,29.21
V,Visa Inc.,Financial Services,608826163200,321.62,252.7,281.9994,316.04
VST,Vistra Corp.,Utilities,50918223872,168.67,38.08,101.42,137.87
VMC,Vulcan Materials Company,Basic Materials,33750831104,298.31,219.58,259.0987,257.23
WRB,W. R. Berkley Corporation,Financial Services,22105810944,65.49,47.586666,56.611485,58.52
GWW,"W.W. Grainger, Inc.",Industrials,50731483136,1227.66,806.08,1012.4475,1054.05
WAB,Westinghouse Air Brake Technologies Corporation,Industrials,32482054144,207.51,124.08,171.4682,189.59
WBA,"Walgreens Boots Alliance, Inc.",Healthcare,7935454208,25.87,8.08,12.487,9.33
WMT,Walmart Inc.,Consumer Defensive,723005079552,96.18,51.86667,73.9881,90.35
DIS,The Walt Disney Company,Communication Services,200688369664,123.74,83.91,102.25185,111.35
WBD,"Warner Bros. Discovery, Inc.",Communication Services,26150791168,12.7,6.64,8.3944,10.57
WM,"Waste Management, Inc.",Industrials,80489938944,230.39,176.68,210.4684,201.79
WAT,Waters Corporation,Healthcare,21865879552,397.02,279.24,337.43176,370.98
WEC,"WEC Energy Group, Inc.",Utilities,29734111232,102.79,75.13,88.66095,94.04
WFC,Wells Fargo & Company,Financial Services,233696903168,78.13,46.12,61.18385,70.24
WELL,Welltower Inc.,Real Estate,77661896704,140.75,85.4,114.5379,126.03
WST,"West Pharmaceutical Services, Inc.",Healthcare,23782793216,413.7,265.0,327.3988,327.56
WDC,Western Digital Corporation,Technology,21388953600,81.55,48.96,68.6836,59.63
WY,Weyerhaeuser Company,Real Estate,20337031168,36.27,26.73,31.12155,28.15
WMB,"The Williams Companies, Inc.",Energy,68118282240,60.36,32.65,45.75625,54.12
WTW,Willis Towers Watson Public Limited Company,Financial Services,31151218688,334.99,237.5,281.51865,313.24
WDAY,"Workday, Inc.",Technology,66989441024,311.28,199.81,245.4383,258.03
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,9202497536,110.38,71.63,90.61565,86.16
XEL,Xcel Energy Inc.,Utilities,38393819136,73.38,46.79,60.01975,67.52
XYL,Xylem Inc.,Industrials,28169472000,146.08,109.39,131.857,116.02
YUM,"Yum! Brands, Inc.",Consumer Cyclical,37272854528,143.2,124.76,135.30775,134.16
ZBRA,Zebra Technologies Corporation,Technology,19794341888,413.44,233.95,340.898,386.22
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,20795269120,133.9,101.47,112.05345,105.63
ZTS,Zoetis Inc.,Healthcare,73363939328,200.53,144.8,176.1852,162.93
