Symbol,Company Name,Sector,Sub Industry,Market Cap,52-Week High,52-Week Low,Average Price,Previous Close
IR,Ingersoll Rand,Industrial Machinery & Supplies & Components,"Davidson, North Carolina",36729147392,101.3,59.2,80.25,89.86
PODD,Insulet Corporation,Health Care Equipment,"Acton, Massachusetts",16397913088,234.71,125.82,180.265,230.45
INTC,Intel,Semiconductors,"Santa Clara, California",84066156544,51.28,18.51,34.895,19.36
ICE,Intercontinental Exchange,Financial Exchanges & Data,"Atlanta, Georgia",92643557376,163.71,104.49,134.1,161.14
IFF,International Flavors & Fragrances,Specialty Chemicals,"New York City, New York",26483716096,105.3,62.28,83.78999999999999,103.44
IP,International Paper,Paper & Plastic Packaging Products & Materials,"Memphis, Tennessee",16917357568,49.39,31.77,40.58,47.94
IPG,Interpublic Group of Companies (The),Advertising,"New York City, New York",11586982912,35.17,27.2,31.185000000000002,30.54
INTU,Intuit,Application Software,"Mountain View, California",183678156800,676.62,473.56,575.09,646.37
ISRG,Intuitive Surgical,Health Care Equipment,"Sunnyvale, California",174073692160,496.18,254.85,375.515,494.01
IVZ,Invesco,Asset Management & Custody Banks,"Atlanta, Georgia",7205012480,18.28,12.48,15.38,15.86
INVH,Invitation Homes,Single-Family Residential REITs,"Dallas, Texas",22678228992,37.8,28.49,33.144999999999996,36.28
IQV,IQVIA,Life Sciences Tools & Services,"Durham, North Carolina",43515011072,261.73,167.42,214.575,238.4
IRM,Iron Mountain,Other Specialized REITs,"Boston, Massachusetts",34337910784,117.83,56.51,87.17,116.36
JBHT,J.B. Hunt,Cargo Ground Transportation,"Lowell, Arkansas",17201127424,219.51,153.12,186.315,168.86
JBL,Jabil,Electronic Manufacturing Services,"St. Petersburg, Florida",12013826048,156.94,95.85,126.395,103.8
JKHY,Jack Henry & Associates,Transaction & Payment Processing Services,"Monett, Missouri",12836965376,178.37,136.57,157.47,175.54
J,Jacobs Solutions,Construction & Engineering,"Dallas, Texas",17886742528,154.5,120.71,137.605,142.5
JNJ,Johnson & Johnson,Pharmaceuticals,"New Brunswick, New Jersey",398446362624,168.85,143.13,155.99,164.64
JCI,Johnson Controls,Building Products,"Cork, Ireland",48464420864,75.36,47.9,61.629999999999995,71.22
JPM,JPMorgan Chase,Diversified Banks,"New York City, New York",581323128832,225.48,135.19,180.33499999999998,206.6
JNPR,Juniper Networks,Communications Equipment,"Sunnyvale, California",12705691648,39.06,24.87,31.965000000000003,38.55
K,Kellanova,Packaged Foods & Meats,"Chicago, Illinois",27749644288,80.97,47.63,64.3,80.26
KVUE,Kenvue,Personal Care Products,"Skillman, New Jersey",44795826176,23.466,17.67,20.568,23.08
KDP,Keurig Dr Pepper,Soft Drinks & Non-alcoholic Beverages,"Burlington, Massachusetts",51002544128,37.69,27.66,32.675,37.05
KEY,KeyCorp,Regional Banks,"Cleveland, Ohio",14933386240,17.2,9.5,13.35,16.1
KEYS,Keysight,Electronic Equipment & Instruments,"Santa Rosa, California",26038390784,162.51,118.57,140.54,148.42
KMB,Kimberly-Clark,Household Products,"Irving, Texas",48338112512,149.31,116.32,132.815,142.38
KIM,Kimco Realty,Retail REITs,"Jericho, New York",16192171008,24.06,16.34,20.2,23.65
KMI,Kinder Morgan,Oil & Gas Storage & Transportation,"Houston, Texas",46919385088,21.86,15.89,18.875,20.94
KKR,KKR,Asset Management & Custody Banks,"New York City, New York",113222582272,128.79,53.72,91.255,120.36
KLAC,KLA Corporation,Semiconductor Materials & Equipment,"Milpitas, California",101020385280,896.32,440.15,668.235,733.28
KHC,Kraft Heinz,Packaged Foods & Meats,"Chicago, Illinois; Pittsburgh, Pennsylvania",43031158784,38.96,30.68,34.82,35.2
KR,Kroger,Food Retail,"Cincinnati, Ohio",40422928384,58.34,42.1,50.22,55.2
LHX,L3Harris,Aerospace & Defense,"Melbourne, Florida",43588517888,245.6,160.25,202.925,228.17
LH,LabCorp,Health Care Services,"Burlington, North Carolina",18566803456,238.47,191.97,215.22,220.06
LRCX,Lam Research,Semiconductor Materials & Equipment,"Fremont, California",99968147456,1130.0,574.42,852.21,747.78
LW,Lamb Weston,Packaged Foods & Meats,"Eagle, Idaho",9219367936,111.875,52.99,82.4325,63.87
LVS,Las Vegas Sands,Casinos & Gaming,"Las Vegas, Nevada",29472008192,55.66,36.62,46.14,39.41
LDOS,Leidos,Diversified Support Services,"Reston, Virginia",20948027392,159.1,89.22,124.16,153.71
LEN,Lennar,Homebuilding,"Miami, Florida",50547625984,186.6,102.9,144.75,181.38
LLY,Lilly (Eli),Pharmaceuticals,"Indianapolis, Indiana",831732514816,972.53,516.57,744.55,935.02
LIN,Linde plc,Industrial Gases,"Guildford, United Kingdom",223858180096,479.79,361.02,420.405,467.34
LYV,Live Nation Entertainment,Movies & Entertainment,"Beverly Hills, California",22944468992,107.24,76.48,91.86,97.27
LKQ,LKQ Corporation,Distributors,"Chicago, Illinois",10804026368,53.68,35.57,44.625,39.69
LMT,Lockheed Martin,Aerospace & Defense,"Bethesda, Maryland",135842603008,578.73,393.77,486.25,568.27
L,Loews Corporation,Multi-line Insurance,"New York City, New York",17196177408,83.54,61.43,72.485,78.07
LOW,Lowe's,Home Improvement Retail,"Mooresville, North Carolina",144892559360,262.49,181.85,222.17000000000002,252.05
LULU,Lululemon Athletica,"Apparel, Accessories & Luxury Goods","Vancouver, Canada",32751992832,516.39,226.01,371.2,260.14
LYB,LyondellBasell,Specialty Chemicals,"Rotterdam, Netherlands",30291791872,107.02,88.46,97.74,93.86
MTB,M&T Bank,Regional Banks,"Buffalo, New York",28203128832,176.44,108.53,142.485,165.68
MRO,Marathon Oil,Oil & Gas Exploration & Production,"Houston, Texas",14616676352,30.06,21.81,25.935,25.98
MPC,Marathon Petroleum,Oil & Gas Refining & Marketing,"Findlay, Ohio",54747611136,221.11,139.32,180.215,161.49
MKTX,MarketAxess,Financial Exchanges & Data,"New York City, New York",9707171840,297.97,192.42,245.195,256.41
MAR,Marriott International,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",65240141824,260.57,180.75,220.66,230.7
MMC,Marsh McLennan,Insurance Brokers,"New York City, New York",112946511872,232.32,184.02,208.17000000000002,230.03
MLM,Martin Marietta Materials,Construction Materials,"Raleigh, North Carolina",31822450688,626.67,389.9,508.28499999999997,515.33
MAS,Masco,Building Products,"Livonia, Michigan",17505751040,81.91,47.66,64.785,78.92
MA,Mastercard,Transaction & Payment Processing Services,"Harrison, New York",455783219200,496.85,359.77,428.31,492.11
MTCH,Match Group,Interactive Media & Services,"Dallas, Texas",9031483392,43.94,27.655,35.7975,34.99
MKC,McCormick & Company,Packaged Foods & Meats,"Hunt Valley, Maryland",22496178176,84.5,59.13,71.815,83.17
MCD,McDonald's,Restaurants,"Chicago, Illinois",212713717760,302.39,243.53,272.96,292.35
MCK,McKesson Corporation,Health Care Distributors,"Irving, Texas",67277725696,637.51,422.15,529.8299999999999,511.17
MDT,Medtronic,Health Care Equipment,"Dublin, Ireland",115433996288,91.49,68.84,80.16499999999999,90.0
MRK,Merck & Co.,Pharmaceuticals,"Kenilworth, New Jersey",293683101696,134.63,99.14,116.88499999999999,115.25
META,Meta Platforms,Interactive Media & Services,"Menlo Park, California",1327194046464,544.23,279.4,411.815,525.6
MET,MetLife,Life & Health Insurance,"New York City, New York",53357764608,79.34,57.91,68.625,75.47
MTD,Mettler Toledo,Life Sciences Tools & Services,"Columbus, Ohio",29347428352,1546.93,928.5,1237.7150000000001,1373.4
MGM,MGM Resorts,Casinos & Gaming,"Paradise, Nevada",11090641920,48.25,33.44,40.845,35.9
MCHP,Microchip Technology,Semiconductors,"Chandler, Arizona",41643520000,100.57,68.75,84.66,76.08
MU,Micron Technology,Semiconductors,"Boise, Idaho",101148377088,157.54,63.83,110.685,87.21
MSFT,Microsoft,Systems Software,"Redmond, Washington",3200592642048,468.35,309.45,388.9,427.0
MAA,Mid-America Apartment Communities,Multi-Family Residential REITs,"Memphis, Tennessee",19936614400,166.3,115.56,140.93,164.44
MRNA,Moderna,Biotechnology,"Cambridge, Massachusetts",26246557696,170.47,62.55,116.50999999999999,69.68
MHK,Mohawk Industries,Home Furnishings,"Calhoun, Georgia",9880982528,164.06,76.02,120.03999999999999,150.08
MOH,Molina Healthcare,Managed Health Care,"Long Beach, California",20990521344,423.92,282.96,353.44,352.94
TAP,Molson Coors Beverage Company,Brewers,"Chicago, Illinois",11387963392,69.18,49.19,59.185,54.31
MDLZ,Mondelez International,Packaged Foods & Meats,"Chicago, Illinois",100532314112,77.2,60.75,68.975,74.38
MPWR,Monolithic Power Systems,Semiconductors,"Kirkland, Washington",44564201472,959.64,392.1,675.87,895.91
MNST,Monster Beverage,Soft Drinks & Non-alcoholic Beverages,"Corona, California",49786970112,61.23,43.32,52.275,49.91
MCO,Moody's Corporation,Financial Exchanges & Data,"New York City, New York",86846783488,490.18,298.86,394.52,478.75
MS,Morgan Stanley,Investment Banking & Brokerage,"New York City, New York",158954749952,109.11,69.42,89.265,96.64
MOS,Mosaic Company (The),Fertilizers & Agricultural Chemicals,"Tampa, Florida",8408857088,40.58,24.12,32.35,25.18
MSI,Motorola Solutions,Communications Equipment,"Chicago, Illinois",73703677952,448.98,269.65,359.315,438.82
MSCI,MSCI,Financial Exchanges & Data,"New York City, New York",44167868416,617.39,439.95,528.67,559.75
NDAQ,"Nasdaq, Inc.",Financial Exchanges & Data,"New York City, New York",41956016128,74.17,46.88,60.525000000000006,72.33
NTAP,NetApp,"Technology Hardware, Storage & Peripherals","San Jose, California",24025143296,135.01,70.82,102.91499999999999,116.46
NFLX,Netflix,Movies & Entertainment,"Los Gatos, California",299153752064,711.33,344.73,528.03,686.8
NEM,Newmont,Gold,"Denver, Colorado",61628465152,54.25,29.42,41.835,52.88
NWSA,News Corp (Class A),Publishing,"New York City, New York",15082753024,28.62,19.25,23.935000000000002,25.96
NWS,News Corp (Class B),Publishing,"New York City, New York",15082764288,29.59,20.01,24.8,27.17
NEE,NextEra Energy,Multi-Utilities,"Juno Beach, Florida",173985382400,84.73,47.15,65.94,83.46
NKE,"Nike, Inc.","Apparel, Accessories & Luxury Goods","Washington County, Oregon",118464438272,123.39,70.75,97.07,78.4
NI,NiSource,Multi-Utilities,"Merrillville, Indiana",15276252160,34.14,22.86,28.5,33.63
NDSN,Nordson Corporation,Industrial Machinery & Supplies & Components,"Westlake, Ohio",14398873600,279.38,208.91,244.14499999999998,248.24
NSC,Norfolk Southern Railway,Rail Transportation,"Atlanta, Georgia",55574396928,263.66,183.09,223.375,254.59
NTRS,Northern Trust,Asset Management & Custody Banks,"Chicago, Illinois",17792536576,92.46,62.44,77.44999999999999,87.45
NOC,Northrop Grumman,Aerospace & Defense,"West Falls Church, Virginia",76015222784,528.76,414.56,471.65999999999997,518.54
NCLH,Norwegian Cruise Line Holdings,"Hotels, Resorts & Cruise Lines","Miami, Florida",8499227136,21.73,12.71,17.22,19.03
NRG,NRG Energy,Independent Power Producers & Energy Traders,"Houston, Texas",16725035008,87.58,36.61,62.095,79.8
NUE,Nucor,Steel,"Charlotte, North Carolina",34079363072,203.0,133.42,168.20999999999998,140.6
NVDA,Nvidia,Semiconductors,"Santa Clara, California",2921523052544,140.76,39.23,89.99499999999999,119.14
NVR,"NVR, Inc.",Homebuilding,"Reston, Virginia",28835725312,9423.0,5210.49,7316.745,9179.38
NXPI,NXP Semiconductors,Semiconductors,"Eindhoven, Netherlands",58570756096,296.08,167.21,231.64499999999998,225.14
ORLY,O'Reilly Auto Parts,Automotive Retail,"Springfield, Missouri",65284255744,1169.11,860.1,1014.605,1119.93
OXY,Occidental Petroleum,Oil & Gas Exploration & Production,"Houston, Texas",46771855360,71.19,49.91,60.55,50.99
ODFL,Old Dominion,Cargo Ground Transportation,"Thomasville, North Carolina",41275744256,227.8,165.49,196.645,191.26
OMC,Omnicom Group,Advertising,"New York City, New York",19559030784,102.13,72.2,87.16499999999999,98.55
ON,ON Semiconductor,Semiconductors,"Phoenix, Arizona",30721693696,95.69,59.34,77.515,69.33
OKE,ONEOK,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",53366841344,93.0,60.58,76.78999999999999,90.5
ORCL,Oracle Corporation,Application Software,"Austin, Texas",448980287488,173.94,99.26,136.6,161.38
OTIS,Otis Worldwide,Industrial Machinery & Supplies & Components,"Farmington, Connecticut",37724270592,100.84,73.32,87.08,92.72
PCAR,Paccar,Construction Machinery & Heavy Transportation Equipment,"Bellevue, Washington",49863999488,125.5,80.94,103.22,95.07
PKG,Packaging Corporation of America,Paper & Plastic Packaging Products & Materials,"Lake Forest, Illinois",18884726784,211.9,143.82,177.86,208.42
PANW,Palo Alto Networks,Systems Software,"Santa Clara, California",112950640640,380.84,224.64,302.74,345.16
PARA,Paramount Global,Movies & Entertainment,"New York City, New York",7510777344,17.5,9.54,13.52,10.26
PH,Parker Hannifin,Industrial Machinery & Supplies & Components,"Cleveland, Ohio",76042674176,601.3,362.49,481.895,587.55
PAYX,Paychex,Human Resource & Employment Services,"Penfield, New York",48597549056,136.4,106.27,121.33500000000001,134.19
PAYC,Paycom,Human Resource & Employment Services,"Oklahoma City, Oklahoma",9727900672,279.96,139.5,209.73,167.55
PYPL,PayPal,Transaction & Payment Processing Services,"San Jose, California",71665328128,74.4,50.25,62.325,70.36
PNR,Pentair,Industrial Machinery & Supplies & Components,"Worsley, United Kingdom",15141411840,92.03,57.18,74.605,90.8
PEP,PepsiCo,Soft Drinks & Non-alcoholic Beverages,"Purchase, New York",243616382976,183.41,155.83,169.62,177.25
PFE,Pfizer,Pharmaceuticals,"New York City, New York",165864308736,34.12,25.2,29.659999999999997,29.16
PCG,PG&E Corporation,Multi-Utilities,"Oakland, California",51702505472,20.65,14.71,17.68,19.67
PM,Philip Morris International,Tobacco,"New York City, New York",195313975296,128.22,87.23,107.725,124.65
PSX,Phillips 66,Oil & Gas Refining & Marketing,"Houston, Texas",53032689664,174.08,107.85,140.965,125.72
PNW,Pinnacle West,Multi-Utilities,"Phoenix, Arizona",10304608256,90.74,65.2,77.97,89.22
PNC,PNC Financial Services,Regional Banks,"Pittsburgh, Pennsylvania",70452191232,185.84,109.4,147.62,177.6
POOL,Pool Corporation,Distributors,"Covington, Louisiana",13620577280,422.73,293.51,358.12,346.49
PPG,PPG Industries,Specialty Chemicals,"Pittsburgh, Pennsylvania",29624434688,151.16,118.07,134.615,125.49
PPL,PPL Corporation,Electric Utilities,"Allentown, Pennsylvania",23948109824,32.54,22.2,27.369999999999997,31.96
PFG,Principal Financial Group,Life & Health Insurance,"Des Moines, Iowa",18832410624,88.26,66.21,77.235,80.24
PG,Procter & Gamble,Personal Care Products,"Cincinnati, Ohio",409037537280,177.94,141.45,159.695,173.47
PGR,Progressive Corporation,Property & Casualty Insurance,"Mayfield Village, Ohio",149648474112,256.75,137.59,197.17000000000002,249.48
PLD,Prologis,Industrial REITs,"San Francisco, California",120349900800,137.52,96.64,117.08000000000001,130.29
PRU,Prudential Financial,Life & Health Insurance,"Newark, New Jersey",41504821248,128.53,87.95,108.24000000000001,115.84
PEG,Public Service Enterprise Group,Electric Utilities,"Newark, New Jersey",41925312512,84.18,53.71,68.94500000000001,83.31
PTC,PTC,Application Software,"Boston, Massachusetts",20690849792,194.24,134.61,164.425,170.94
PSA,Public Storage,Self-Storage REITs,"Glendale, California",62859464704,361.23,233.18,297.20500000000004,356.12
PHM,PulteGroup,Homebuilding,"Atlanta, Georgia",28957896704,140.77,68.8,104.785,135.3
QRVO,Qorvo,Semiconductors,"Greensboro, North Carolina",10211818496,130.99,80.62,105.805,105.61
PWR,Quanta Services,Construction & Engineering,"Houston, Texas",39711330304,286.87,153.74,220.305,268.5
QCOM,Qualcomm,Semiconductors,"San Diego, California",186851213312,230.63,104.33,167.48,164.98
DGX,Quest Diagnostics,Health Care Services,"Secaucus, New Jersey",17185118208,159.36,119.59,139.47500000000002,154.76
RL,Ralph Lauren Corporation,"Apparel, Accessories & Luxury Goods","New York City, New York",11064854528,192.03,108.6,150.315,175.36
RJF,Raymond James,Investment Banking & Brokerage,"St. Petersburg, Florida",24278620160,131.19,91.67,111.43,116.98
RTX,RTX Corporation,Aerospace & Defense,"Waltham, Massachusetts",158458200064,123.7,68.56,96.13,120.1
O,Realty Income,Retail REITs,"San Diego, California",54612127744,63.39,45.04,54.215,62.41
REG,Regency Centers,Retail REITs,"Jacksonville, Florida",13636269056,75.26,56.29,65.775,74.36
REGN,Regeneron,Biotechnology,"Tarrytown, New York",127139536896,1211.2,769.19,990.195,1164.46
RF,Regions Financial Corporation,Regional Banks,"Birmingham, Alabama",20105295872,23.47,13.72,18.595,21.93
RSG,Republic Services,Environmental & Facilities Services,"Phoenix, Arizona",64632049664,208.69,140.23,174.45999999999998,205.24
RMD,ResMed,Health Care Equipment,"San Diego, California",36575780864,255.18,132.24,193.71,250.71
RVTY,Revvity,Health Care Equipment,"Waltham, Massachusetts",15050814464,128.15,79.5,103.825,120.15
ROK,Rockwell Automation,Electrical Components & Equipment,"Milwaukee, Wisconsin",29832744960,312.76,242.81,277.78499999999997,258.0
ROL,"Rollins, Inc.",Environmental & Facilities Services,"Atlanta, Georgia",24443326464,51.28,32.19,41.735,50.15
ROP,Roper Technologies,Electronic Equipment & Instruments,"Sarasota, Florida",59156697088,579.1,474.46,526.78,551.31
ROST,Ross Stores,Apparel Retail,"Dublin, California",51506049024,163.6,108.35,135.975,152.68
RCL,Royal Caribbean Group,"Hotels, Resorts & Cruise Lines","Miami, Florida",43236265984,173.37,78.35,125.86,165.57
SPGI,S&P Global,Financial Exchanges & Data,"New York City, New York",162587852800,524.14,340.49,432.315,520.01
CRM,Salesforce,Application Software,"San Francisco, California",243368919040,318.71,193.68,256.195,253.37
SBAC,SBA Communications,Telecom Tower REITs,"Boca Raton, Florida",26110322688,258.76,183.64,221.2,239.85
SLB,Schlumberger,Oil & Gas Equipment & Services,"Houston, Texas",56736804864,61.78,38.66,50.22,39.8
STX,Seagate Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland",21497344000,113.57,63.32,88.445,100.62
SRE,Sempra,Multi-Utilities,"San Diego, California",52532121600,84.28,63.75,74.015,81.7
NOW,ServiceNow,Systems Software,"Santa Clara, California",180937998336,889.52,527.24,708.38,886.13
SHW,Sherwin-Williams,Specialty Chemicals,"Cleveland, Ohio",94697652224,378.86,232.06,305.46000000000004,373.97
SPG,Simon Property Group,Retail REITs,"Indianapolis, Indiana",61488967680,169.19,102.11,135.65,163.74
SWKS,Skyworks Solutions,Semiconductors,"Irvine, California",16366098432,120.86,85.06,102.96000000000001,100.44
SJM,J.M. Smucker Company (The),Packaged Foods & Meats,"Orrville, Ohio",12847460352,134.62,105.69,120.155,117.98
SW,Smurfit WestRock,Paper & Plastic Packaging Products & Materials,"Dublin, Ireland",23328032768,49.5,38.55,44.025,44.59
SNA,Snap-on,Industrial Machinery & Supplies & Components,"Kenosha, Wisconsin",14774336512,298.49,249.84,274.165,277.86
SOLV,Solventum,Health Care Technology,"Saint Paul, Minnesota",12089771008,72.4,47.16,59.78,68.65
SO,Southern Company,Electric Utilities,"Atlanta, Georgia",97898340352,90.34,61.56,75.95,88.49
LUV,Southwest Airlines,Passenger Airlines,"Dallas, Texas",17183821824,35.18,21.91,28.545,28.87
SWK,Stanley Black & Decker,Industrial Machinery & Supplies & Components,"New Britain, Connecticut",15603744768,108.15,76.26,92.20500000000001,97.83
SBUX,Starbucks,Restaurants,"Seattle, Washington",111699525632,107.66,71.55,89.60499999999999,99.28
STT,State Street Corporation,Asset Management & Custody Banks,"Boston, Massachusetts",24869072896,87.27,62.78,75.025,82.58
STLD,Steel Dynamics,Steel,"Fort Wayne, Indiana",17411551232,151.34,95.53,123.435,110.54
STE,Steris,Health Care Equipment,"Dublin, Ireland",24144328704,248.24,195.47,221.85500000000002,246.48
SYK,Stryker Corporation,Health Care Equipment,"Kalamazoo, Michigan",141093027840,374.24,249.98,312.11,367.79
SMCI,Supermicro,"Technology Hardware, Storage & Peripherals","San Jose, California",26769690624,1229.0,226.59,727.795,442.13
SYF,Synchrony Financial,Consumer Finance,"Stamford, Connecticut",18627049472,52.67,27.295,39.9825,46.41
SNPS,Synopsys,Application Software,"Sunnyvale, California",75281612800,629.38,440.62,535.0,488.95
SYY,Sysco,Food Distributors,"Houston, Texas",37611184128,82.89,62.24,72.565,76.97
TMUS,T-Mobile US,Wireless Telecommunication Services,"Bellevue, Washington",236657999872,205.28,135.82,170.55,202.41
TROW,T. Rowe Price,Asset Management & Custody Banks,"Baltimore, Maryland",23274846208,122.27,87.43,104.85,103.63
TTWO,Take-Two Interactive,Interactive Home Entertainment,"New York City, New York",26674567168,171.59,130.34,150.965,153.61
TPR,"Tapestry, Inc.","Apparel, Accessories & Luxury Goods","New York City, New York",9844249600,48.8,25.99,37.394999999999996,42.04
TRGP,Targa Resources,Oil & Gas Storage & Transportation,"Houston, Texas",32465465344,152.42,77.97,115.195,146.72
TGT,Target Corporation,Consumer Staples Merchandise Retail,"Minneapolis, Minnesota",69727772672,181.86,102.93,142.395,148.44
TEL,TE Connectivity,Electronic Manufacturing Services,"Schaffhausen, Switzerland",44323545088,159.98,115.0,137.49,144.12
TDY,Teledyne Technologies,Electronic Equipment & Instruments,"Thousand Oaks, California",20011941888,448.19,355.41,401.8,427.59
TFX,Teleflex,Health Care Equipment,"Wayne, Pennsylvania",11593261056,257.85,177.63,217.74,242.73
TER,Teradyne,Semiconductor Materials & Equipment,"North Reading, Massachusetts",21413584896,163.21,81.08,122.14500000000001,128.19
TSLA,"Tesla, Inc.",Automobile Manufacturers,"Austin, Texas",735693570048,273.93,138.8,206.365,229.81
TXN,Texas Instruments,Semiconductors,"Dallas, Texas",182545285120,214.66,139.48,177.07,195.98
TXT,Textron,Aerospace & Defense,"Providence, Rhode Island",16431734784,97.34,74.13,85.735,86.93
TMO,Thermo Fisher Scientific,Life Sciences Tools & Services,"Waltham, Massachusetts",233464496128,627.88,415.6,521.74,613.77
TJX,TJX Companies,Apparel Retail,"Framingham, Massachusetts",135130095616,121.13,86.71,103.91999999999999,118.22
TSCO,Tractor Supply,Other Specialty Retail,"Brentwood, Tennessee",30522611712,290.38,185.0,237.69,279.49
TT,Trane Technologies,Building Products,"Dublin, Ireland",82195783680,366.22,184.02,275.12,359.67
TDG,TransDigm Group,Aerospace & Defense,"Cleveland, Ohio",76746932224,1380.83,802.46,1091.645,1348.03
TRV,Travelers Companies (The),Property & Casualty Insurance,"New York City, New York",54208831488,242.89,157.33,200.11,234.11
TRMB,Trimble Inc.,Electronic Equipment & Instruments,"Westminster, Colorado",13797751808,65.55,39.57,52.56,55.68
TFC,Truist,Regional Banks,"Charlotte, North Carolina",56029618176,45.31,26.57,35.94,41.63
TYL,Tyler Technologies,Application Software,"Plano, Texas",24833806336,598.93,361.16,480.04499999999996,583.17
TSN,Tyson Foods,Packaged Foods & Meats,"Springdale, Arkansas",21847963648,66.88,44.94,55.91,61.68
USB,U.S. Bank,Diversified Banks,"Minneapolis, Minnesota",69629952000,47.31,30.47,38.89,43.85
UBER,Uber,Passenger Ground Transportation,"San Francisco, California",152276140032,82.14,40.09,61.115,68.09
UDR,"UDR, Inc.",Multi-Family Residential REITs,"Highlands Ranch, Colorado",17707872256,47.23,30.95,39.089999999999996,46.55
ULTA,Ulta Beauty,Other Specialty Retail,"Bolingbrook, Illinois",17825376256,574.76,318.17,446.46500000000003,373.08
UNP,Union Pacific Corporation,Rail Transportation,"Omaha, Nebraska",151763402752,258.66,199.33,228.995,248.89
UAL,United Airlines Holdings,Passenger Airlines,"Chicago, Illinois",16514042880,56.18,33.68,44.93,49.65
UPS,United Parcel Service,Air Freight & Logistics,"Sandy Springs, Georgia",108990980096,163.82,123.12,143.47,128.42
URI,United Rentals,Trading Companies & Distributors,"Stamford, Connecticut",48244154368,789.8,387.01,588.405,712.63
UNH,UnitedHealth Group,Managed Health Care,"Minnetonka, Minnesota",548805771264,607.94,436.38,522.1600000000001,588.42
UHS,Universal Health Services,Health Care Facilities,"King of Prussia, Pennsylvania",15514821632,241.95,119.9,180.925,231.36
VLO,Valero Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas",43014217728,184.79,119.88,152.33499999999998,134.12
VTR,Ventas,Health Care REITs,"Chicago, Illinois",26879797248,65.65,39.33,52.49,65.0
VLTO,Veralto,Environmental & Facilities Services,"Waltham, Massachusetts",27186601984,112.77,65.51,89.14,109.3
VRSN,Verisign,Internet Services & Infrastructure,"Dulles, Virginia",17842255872,220.91,167.05,193.98000000000002,179.97
VRSK,Verisk,Research & Consulting Services,"Jersey City, New Jersey",38282149888,287.13,215.32,251.225,268.98
VZ,Verizon,Integrated Telecommunication Services,"New York City, New York",187028979712,44.47,30.14,37.305,43.86
VRTX,Vertex Pharmaceuticals,Biotechnology,"Boston, Massachusetts",125274963968,510.64,341.85,426.245,478.65
VTRS,Viatris,Pharmaceuticals,"Pittsburgh, Pennsylvania",13916442624,13.62,8.74,11.18,11.75
VICI,Vici Properties,Hotel & Resort REITs,"New York City, New York",35561889792,34.17,26.625,30.3975,33.57
V,Visa Inc.,Transaction & Payment Processing Services,"San Francisco, California",559148630016,290.96,227.78,259.37,285.37
VST,Vistra,Electric Utilities,"Irving, Texas",29391644672,107.24,31.16,69.2,80.47
VMC,Vulcan Materials Company,Construction Materials,"Birmingham, Alabama",31360288768,278.79,190.51,234.65,236.27
WRB,W. R. Berkley Corporation,Property & Casualty Insurance,"Greenwich, Connecticut",22201346048,61.28,41.373333,51.3266665,57.78
GWW,W. W. Grainger,Industrial Machinery & Supplies & Components,"Lake Forest, Illinois",48523956224,1034.18,674.41,854.2950000000001,996.93
WAB,Wabtec,Construction Machinery & Heavy Transportation Equipment,"Pittsburgh, Pennsylvania",29602424832,172.0,98.7,135.35,167.73
WBA,Walgreens Boots Alliance,Drug Retail,"Deerfield, Illinois",7950763008,27.05,8.46,17.755000000000003,8.84
WMT,Walmart,Consumer Staples Merchandise Retail,"Bentonville, Arkansas",647882932224,80.69,49.84667,65.26833500000001,79.66
DIS,Walt Disney Company (The),Movies & Entertainment,"Burbank, California",164220583936,123.74,78.73,101.235,89.3
WBD,Warner Bros. Discovery,Broadcasting,"New York City, New York",20816713728,12.7,6.64,9.67,7.66
WM,Waste Management,Environmental & Facilities Services,"Houston, Texas",83493584896,225.0,149.71,187.35500000000002,207.11
WAT,Waters Corporation,Life Sciences Tools & Services,"Milford, Massachusetts",19343667200,367.21,231.9,299.555,322.08
WEC,WEC Energy Group,Electric Utilities,"Milwaukee, Wisconsin",30296172544,96.15,75.13,85.64,95.01
WFC,Wells Fargo,Diversified Banks,"San Francisco, California",179650985984,62.55,38.39,50.47,51.57
WELL,Welltower,Health Care REITs,"Toledo, Ohio",79036956672,129.87,78.38,104.125,128.83
WST,West Pharmaceutical Services,Health Care Supplies,"Exton, Pennsylvania",21811083264,413.7,265.0,339.35,297.48
WDC,Western Digital,"Technology Hardware, Storage & Peripherals","San Jose, California",22331248640,81.55,35.62,58.584999999999994,63.25
WY,Weyerhaeuser,Timber REITs,"Seattle, Washington",23601373184,36.27,26.73,31.5,31.41
WMB,Williams Companies,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",54888419328,45.81,32.49,39.150000000000006,44.615
WTW,Willis Towers Watson,Insurance Brokers,"London, United Kingdom",29522329600,296.45,203.36,249.905,289.64
WYNN,Wynn Resorts,Casinos & Gaming,"Paradise, Nevada",8708431872,110.38,71.63,91.005,76.26
XEL,Xcel Energy,Multi-Utilities,"Minneapolis, Minnesota",35590864896,64.43,46.79,55.61,63.3425
XYL,Xylem Inc.,Industrial Machinery & Supplies & Components,"White Plains, New York",31777689600,146.08,87.59,116.83500000000001,131.01
