Symbol,Stock Price,Predicted Short Position for Next Month,Difference,Company Name,Sector,Market Capital,Financial Results,Next Financial Statement
EOG,135.7,130.58,5.12,"EOG Resources, Inc.",Energy,67873783808.0,USD,N/A
KMB,135.24,125.3,9.94,Kimberly-Clark Corporation,Consumer Defensive,48338112512.0,USD,N/A
SPGI,415.78,411.19,4.59,S&P Global Inc.,Financial Services,162587852800.0,USD,N/A
NEM,42.73,37.12,5.61,Newmont Corporation,Basic Materials,61628465152.0,USD,N/A
LULU,364.7,339.76,24.94,Lululemon Athletica Inc.,Consumer Cyclical,32751992832.0,USD,N/A
WFC,59.91,56.9,3.01,Wells Fargo & Company,Financial Services,179650985984.0,USD,N/A
CTVA,54.92,53.76,1.16,"Corteva, Inc.",Basic Materials,39201947648.0,USD,N/A
EL,147.45,138.52,8.93,The Estée Lauder Companies Inc.,Consumer Defensive,30333278208.0,USD,N/A
GS,427.57,393.31,34.26,"The Goldman Sachs Group, Inc.",Financial Services,151265034240.0,USD,N/A
GD,284.41,282.5,1.91,General Dynamics Corporation,Industrials,83752329216.0,USD,N/A
CNP,28.85,27.44,1.41,"CenterPoint Energy, Inc.",Utilities,18202568704.0,USD,N/A
PM,95.02,89.67,5.35,Philip Morris International Inc.,Consumer Defensive,195313975296.0,USD,N/A
MCO,376.13,373.45,2.68,Moody's Corporation,Financial Services,86846783488.0,USD,N/A
CLX,146.48,141.56,4.92,The Clorox Company,Consumer Defensive,20594534400.0,USD,N/A
CAH,103.21,103.81,-0.6,"Cardinal Health, Inc.",Healthcare,27595937792.0,USD,N/A
PANW,291.42,268.48,22.94,"Palo Alto Networks, Inc.",Technology,112950640640.0,USD,N/A
MPWR,677.23,600.8,76.43,"Monolithic Power Systems, Inc.",Technology,44564201472.0,USD,N/A
DGX,134.26,127.07,7.19,Quest Diagnostics Incorporated,Healthcare,17185118208.0,USD,N/A
AVB,191.45,180.22,11.23,"AvalonBay Communities, Inc.",Real Estate,33385439232.0,USD,N/A
DIS,112.73,113.06,-0.33,The Walt Disney Company,Communication Services,164220583936.0,USD,N/A
CBRE,87.33,86.07,1.26,"CBRE Group, Inc.",Real Estate,36361105408.0,USD,N/A
GE,162.35,139.24,23.11,GE Aerospace,Industrials,193310785536.0,USD,N/A
HII,276.97,270.72,6.25,"Huntington Ingalls Industries, Inc.",Industrials,10256735232.0,USD,N/A
LDOS,130.36,124.43,5.93,"Leidos Holdings, Inc.",Technology,20948027392.0,USD,N/A
ALL,170.07,164.19,5.88,The Allstate Corporation,Financial Services,49718919168.0,USD,N/A
ETN,324.3,305.77,18.53,Eaton Corporation plc,Industrials,121738977280.0,USD,N/A
ALGN,309.02,302.11,6.91,"Align Technology, Inc.",Healthcare,18205925376.0,USD,N/A
NFLX,561.23,562.8,-1.57,"Netflix, Inc.",Communication Services,299153752064.0,USD,N/A
LEN,154.29,151.96,2.33,Lennar Corporation,Consumer Cyclical,50547625984.0,USD,N/A
FITB,36.9,34.4,2.5,Fifth Third Bancorp,Financial Services,28435744768.0,USD,N/A
WST,360.43,363.91,-3.48,"West Pharmaceutical Services, Inc.",Healthcare,21811083264.0,USD,N/A
GWW,929.26,937.82,-8.56,"W.W. Grainger, Inc.",Industrials,48523956224.0,USD,N/A
TRGP,116.86,112.37,4.49,Targa Resources Corp.,Energy,32465465344.0,USD,N/A
NTRS,83.38,80.45,2.93,Northern Trust Corporation,Financial Services,17792536576.0,USD,N/A
FICO,1110.85,1126.63,-15.78,Fair Isaac Corporation,Technology,45824094208.0,USD,N/A
AXON,308.23,296.67,11.56,"Axon Enterprise, Inc.",Industrials,28688760832.0,USD,N/A
CVS,67.18,68.46,-1.28,CVS Health Corporation,Healthcare,72937684992.0,USD,N/A
AOS,83.21,83.45,-0.24,A. O. Smith Corporation,Industrials,11663223808.0,USD,N/A
FE,38.13,37.01,1.12,FirstEnergy Corp.,Utilities,25611251712.0,USD,N/A
JPM,193.49,181.87,11.62,JPMorgan Chase & Co.,Financial Services,581323128832.0,USD,N/A
ABT,107.53,105.95,1.58,Abbott Laboratories,Healthcare,202524360704.0,USD,N/A
OMC,95.89,91.16,4.73,Omnicom Group Inc.,Communication Services,19559030784.0,USD,N/A
COF,146.21,137.66,8.55,Capital One Financial Corporation,Financial Services,53066530816.0,USD,N/A
TSCO,273.9,246.11,27.79,Tractor Supply Company,Consumer Cyclical,30522611712.0,USD,N/A
PH,553.64,537.85,15.79,Parker-Hannifin Corporation,Industrials,76042674176.0,USD,N/A
HST,18.86,18.74,0.12,"Host Hotels & Resorts, Inc.",Real Estate,24904327168.0,USD,N/A
JBHT,162.01,165.86,-3.85,"J.B. Hunt Transport Services, Inc.",Industrials,17201127424.0,USD,N/A
MRNA,107.97,102.24,5.73,"Moderna, Inc.",Healthcare,26246557696.0,USD,N/A
TSLA,168.29,145.53,22.76,"Tesla, Inc.",Consumer Cyclical,735693570048.0,USD,N/A
MOH,342.23,348.42,-6.19,"Molina Healthcare, Inc.",Healthcare,20990521344.0,USD,N/A
ATO,116.93,112.96,3.97,Atmos Energy Corporation,Utilities,21262262272.0,USD,N/A
COP,130.24,128.43,1.81,ConocoPhillips,Energy,120189378560.0,USD,N/A
DHR,246.58,237.21,9.37,Danaher Corporation,Healthcare,198066913280.0,USD,N/A
CNC,74.0,71.43,2.57,Centene Corporation,Healthcare,39636361216.0,USD,N/A
MCK,543.3,521.5,21.8,McKesson Corporation,Healthcare,67277725696.0,USD,N/A
TXT,86.51,86.07,0.44,Textron Inc.,Industrials,16431734784.0,USD,N/A
MTB,146.38,135.9,10.48,M&T Bank Corporation,Financial Services,28203128832.0,USD,N/A
FDS,421.47,421.13,0.34,FactSet Research Systems Inc.,Financial Services,16941494272.0,USD,N/A
VTRS,11.57,11.19,0.38,Viatris Inc.,Healthcare,13916442624.0,USD,N/A
AKAM,101.68,101.25,0.43,"Akamai Technologies, Inc.",Technology,14929856512.0,USD,N/A
ROL,44.9,42.77,2.13,"Rollins, Inc.",Consumer Cyclical,24443326464.0,USD,N/A
RMD,218.06,178.9,39.16,ResMed Inc.,Healthcare,36575780864.0,USD,N/A
WRB,51.1,51.8,-0.7,W. R. Berkley Corporation,Financial Services,22201346048.0,USD,N/A
GOOGL,171.95,152.67,19.28,Alphabet Inc.,Communication Services,1943418568704.0,USD,N/A
BRO,81.46,81.2,0.26,"Brown & Brown, Inc.",Financial Services,29418964992.0,USD,N/A
ANET,264.7,250.76,13.94,"Arista Networks, Inc.",Technology,113019682816.0,USD,N/A
PAYX,119.97,118.67,1.3,"Paychex, Inc.",Technology,48597549056.0,USD,N/A
DRI,156.1,153.77,2.33,"Darden Restaurants, Inc.",Consumer Cyclical,18983856128.0,USD,N/A
META,443.29,450.01,-6.72,"Meta Platforms, Inc.",Communication Services,1327194046464.0,USD,N/A
AAL,13.88,13.19,0.69,American Airlines Group Inc.,Industrials,7020165632.0,USD,N/A
COR,240.88,235.17,5.71,"Cencora, Inc.",Healthcare,47018401792.0,USD,N/A
MAA,129.23,124.95,4.28,"Mid-America Apartment Communities, Inc.",Real Estate,19936614400.0,USD,N/A
MMC,197.95,197.19,0.76,"Marsh & McLennan Companies, Inc.",Financial Services,112946511872.0,USD,N/A
FOXA,31.21,30.25,0.96,Fox Corporation,Communication Services,17574139904.0,USD,N/A
POOL,371.17,365.15,6.02,Pool Corporation,Industrials,13620577280.0,USD,N/A
CZR,36.61,37.35,-0.74,"Caesars Entertainment, Inc.",Consumer Cyclical,8409057792.0,USD,N/A
FFIV,181.94,179.2,2.74,"F5, Inc.",Technology,12257792000.0,USD,N/A
CRWD,304.07,286.34,17.73,"CrowdStrike Holdings, Inc.",Technology,63519502336.0,USD,N/A
CINF,110.88,112.19,-1.31,Cincinnati Financial Corporation,Financial Services,21220517888.0,USD,N/A
VMC,261.24,253.74,7.5,Vulcan Materials Company,Basic Materials,31360288768.0,USD,N/A
MKTX,201.79,204.29,-2.5,MarketAxess Holdings Inc.,Financial Services,9707171840.0,USD,N/A
SRE,71.32,66.97,4.35,Sempra,Utilities,52532121600.0,USD,N/A
LHX,214.54,201.76,12.78,"L3Harris Technologies, Inc.",Industrials,43588517888.0,USD,N/A
ORLY,1043.93,1053.66,-9.73,"O'Reilly Automotive, Inc.",Consumer Cyclical,65284255744.0,USD,N/A
IVZ,14.67,14.75,-0.08,Invesco Ltd.,Financial Services,7205012480.0,USD,N/A
RCL,140.59,128.04,12.55,Royal Caribbean Cruises Ltd.,Consumer Cyclical,43236265984.0,USD,N/A
SNPS,543.66,517.86,25.8,"Synopsys, Inc.",Technology,75281612800.0,USD,N/A
GOOG,173.69,154.08,19.61,Alphabet Inc.,Communication Services,1943421583360.0,USD,N/A
EPAM,237.75,241.81,-4.06,"EPAM Systems, Inc.",Technology,11494118400.0,USD,N/A
NDSN,260.4,260.58,-0.18,Nordson Corporation,Industrials,14398873600.0,USD,N/A
YUM,141.77,135.87,5.9,"Yum! Brands, Inc.",Consumer Cyclical,37577699328.0,USD,N/A
EQT,40.61,36.56,4.05,EQT Corporation,Energy,19715821568.0,USD,N/A
LYV,89.83,90.07,-0.24,"Live Nation Entertainment, Inc.",Communication Services,22944468992.0,USD,N/A
PFE,25.4,25.51,-0.11,Pfizer Inc.,Healthcare,165864308736.0,USD,N/A
AVGO,134.41,122.24,12.17,Broadcom Inc.,Technology,783209594880.0,USD,N/A
DUK,97.71,93.49,4.22,Duke Energy Corporation,Utilities,90587013120.0,USD,N/A
REGN,883.2,891.61,-8.41,"Regeneron Pharmaceuticals, Inc.",Healthcare,127139536896.0,USD,N/A
CL,91.01,86.3,4.71,Colgate-Palmolive Company,Consumer Defensive,86390611968.0,USD,N/A
VZ,39.68,39.01,0.67,Verizon Communications Inc.,Communication Services,187028979712.0,USD,N/A
JCI,65.11,63.86,1.25,Johnson Controls International plc,Industrials,48464420864.0,USD,N/A
DAY,60.98,59.21,1.77,Dayforce Inc,Technology,9392720896.0,USD,N/A
FSLR,178.73,168.59,10.14,"First Solar, Inc.",Technology,24491282432.0,USD,N/A
AMGN,269.98,264.78,5.2,Amgen Inc.,Healthcare,178635046912.0,USD,N/A
TEL,140.21,140.81,-0.6,TE Connectivity Ltd.,Technology,44323545088.0,USD,N/A
JBL,118.27,120.49,-2.22,Jabil Inc.,Technology,12013826048.0,USD,N/A
VST,72.7,66.69,6.01,Vistra Corp.,Utilities,29391644672.0,USD,N/A
JKHY,164.88,164.79,0.09,"Jack Henry & Associates, Inc.",Technology,12836965376.0,USD,N/A
ADP,243.07,242.36,0.71,"Automatic Data Processing, Inc.",Technology,113167196160.0,USD,N/A
ON,68.06,61.78,6.28,ON Semiconductor Corporation,Technology,30721693696.0,USD,N/A
STT,73.39,73.28,0.11,State Street Corporation,Financial Services,24869072896.0,USD,N/A
RSG,191.92,187.46,4.46,"Republic Services, Inc.",Industrials,64632049664.0,USD,N/A
IFF,84.61,82.96,1.65,International Flavors & Fragrances Inc.,Basic Materials,26483716096.0,USD,N/A
CARR,60.5,54.09,6.41,Carrier Global Corporation,Industrials,69069553664.0,USD,N/A
TRMB,60.15,58.39,1.76,Trimble Inc.,Technology,13797751808.0,USD,N/A
QCOM,165.66,159.42,6.24,QUALCOMM Incorporated,Technology,186851213312.0,USD,N/A
LYB,102.13,99.83,2.3,LyondellBasell Industries N.V.,Basic Materials,30291791872.0,USD,N/A
GIS,70.83,66.74,4.09,"General Mills, Inc.",Consumer Defensive,41028460544.0,USD,N/A
PHM,113.8,106.72,7.08,"PulteGroup, Inc.",Consumer Cyclical,28957896704.0,USD,N/A
ROST,133.61,133.15,0.46,"Ross Stores, Inc.",Consumer Cyclical,51506049024.0,USD,N/A
LUV,27.03,27.28,-0.25,Southwest Airlines Co.,Industrials,17183821824.0,USD,N/A
LW,83.85,80.43,3.42,"Lamb Weston Holdings, Inc.",Consumer Defensive,9219367936.0,USD,N/A
MS,92.83,86.99,5.84,Morgan Stanley,Financial Services,158954749952.0,USD,N/A
CPB,44.85,42.62,2.23,Campbell Soup Company,Consumer Defensive,15253123072.0,USD,N/A
OKE,81.06,77.51,3.55,"ONEOK, Inc.",Energy,53366841344.0,USD,N/A
BK,57.32,54.42,2.9,The Bank of New York Mellon Corporation,Financial Services,50697711616.0,USD,N/A
J,144.91,143.8,1.11,Jacobs Solutions Inc.,Industrials,17886742528.0,USD,N/A
SYF,44.67,40.21,4.46,Synchrony Financial,Financial Services,18627049472.0,USD,N/A
CHD,106.32,101.73,4.59,"Church & Dwight Co., Inc.",Consumer Defensive,25470554112.0,USD,N/A
HWM,66.4,63.35,3.05,Howmet Aerospace Inc.,Industrials,38888247296.0,USD,N/A
MHK,115.45,110.12,5.33,"Mohawk Industries, Inc.",Consumer Cyclical,9880982528.0,USD,N/A
TFC,38.17,35.97,2.2,Truist Financial Corporation,Financial Services,56029618176.0,USD,N/A
DAL,49.92,46.27,3.65,"Delta Air Lines, Inc.",Industrials,29160030208.0,USD,N/A
APA,32.49,32.4,0.09,APA Corporation,Energy,8855525376.0,USD,N/A
K,57.73,55.73,2.0,Kellanova,Consumer Defensive,27749644288.0,USD,N/A
AFL,83.61,80.22,3.39,Aflac Incorporated,Financial Services,60813217792.0,USD,N/A
CSX,33.99,33.98,0.01,CSX Corporation,Industrials,64986566656.0,USD,N/A
NI,27.94,26.72,1.22,NiSource Inc.,Utilities,15276252160.0,USD,N/A
CPT,99.62,95.97,3.65,Camden Property Trust,Real Estate,13393355776.0,USD,N/A
PFG,79.12,79.0,0.12,"Principal Financial Group, Inc.",Financial Services,18832410624.0,USD,N/A
NCLH,19.04,17.7,1.34,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,8499227136.0,USD,N/A
RJF,121.86,122.71,-0.85,"Raymond James Financial, Inc.",Financial Services,24278620160.0,USD,N/A
HBAN,13.55,13.14,0.41,Huntington Bancshares Incorporated,Financial Services,20885942272.0,USD,N/A
UNH,495.35,445.45,49.9,UnitedHealth Group Incorporated,Healthcare,548805771264.0,USD,N/A
PRU,110.5,108.26,2.24,"Prudential Financial, Inc.",Financial Services,41504821248.0,USD,N/A
GPC,159.93,145.96,13.97,Genuine Parts Company,Consumer Cyclical,19135328256.0,USD,N/A
WTW,250.95,253.2,-2.25,Willis Towers Watson Public Limited Company,Financial Services,29522329600.0,USD,N/A
WMB,39.26,37.77,1.49,"The Williams Companies, Inc.",Energy,54888419328.0,USD,N/A
EQR,65.14,60.19,4.95,Equity Residential,Real Estate,30513664000.0,USD,N/A
DVA,133.51,127.31,6.2,DaVita Inc.,Healthcare,13722683392.0,USD,N/A
AIG,74.53,73.1,1.43,"American International Group, Inc.",Financial Services,47079256064.0,USD,N/A
MA,462.42,457.29,5.13,Mastercard Incorporated,Financial Services,455783219200.0,USD,N/A
HON,193.45,191.59,1.86,Honeywell International Inc.,Industrials,132630323200.0,USD,N/A
VICI,28.47,27.42,1.05,VICI Properties Inc.,Real Estate,35561889792.0,USD,N/A
O,53.71,51.16,2.55,Realty Income Corporation,Real Estate,54612127744.0,USD,N/A
NWSA,24.22,24.2,0.02,News Corporation,Communication Services,15082753024.0,USD,N/A
TTWO,144.47,141.44,3.03,"Take-Two Interactive Software, Inc.",Communication Services,26674567168.0,USD,N/A
AES,17.21,16.13,1.08,The AES Corporation,Utilities,13180531712.0,USD,N/A
SLB,49.2,49.7,-0.5,Schlumberger Limited,Energy,56736804864.0,USD,N/A
DOC,18.8,17.97,0.83,"Healthpeak Properties, Inc.",Real Estate,15786423296.0,USD,N/A
TT,304.53,289.92,14.61,Trane Technologies plc,Industrials,82195783680.0,USD,N/A
TGT,164.74,164.77,-0.03,Target Corporation,Consumer Defensive,69727772672.0,USD,N/A
AAPL,169.3,166.17,3.13,Apple Inc.,Technology,3382912221184.0,USD,N/A
MKC,75.73,72.38,3.35,"McCormick & Company, Incorporated",Consumer Defensive,22496178176.0,USD,N/A
OTIS,92.2,92.77,-0.57,Otis Worldwide Corporation,Industrials,37724270592.0,USD,N/A
CEG,188.37,182.14,6.23,Constellation Energy Corporation,Utilities,61280788480.0,USD,N/A
TDY,374.64,368.57,6.07,Teledyne Technologies Incorporated,Technology,20011941888.0,USD,N/A
WY,31.05,31.5,-0.45,Weyerhaeuser Company,Real Estate,23601373184.0,USD,N/A
APD,236.08,229.23,6.85,"Air Products and Chemicals, Inc.",Basic Materials,63166078976.0,USD,N/A
GRMN,143.45,140.47,2.98,Garmin Ltd.,Technology,33191512064.0,USD,N/A
AEE,73.66,70.78,2.88,Ameren Corporation,Utilities,22409959424.0,USD,N/A
BX,122.49,119.77,2.72,Blackstone Inc.,Financial Services,184663474176.0,USD,N/A
HLT,202.12,196.25,5.87,Hilton Worldwide Holdings Inc.,Consumer Cyclical,53430304768.0,USD,N/A
DLTR,121.74,123.21,-1.47,"Dollar Tree, Inc.",Consumer Defensive,14984941568.0,USD,N/A
STE,203.9,201.17,2.73,STERIS plc,Healthcare,24144328704.0,USD,N/A
HAS,64.47,55.36,9.11,"Hasbro, Inc.",Consumer Cyclical,9581444096.0,USD,N/A
TMUS,163.96,160.23,3.73,"T-Mobile US, Inc.",Communication Services,236657999872.0,USD,N/A
WMT,60.16,59.24,0.92,Walmart Inc.,Consumer Defensive,647882932224.0,USD,N/A
NTAP,101.33,98.75,2.58,"NetApp, Inc.",Technology,24025143296.0,USD,N/A
KIM,18.38,17.74,0.64,Kimco Realty Corporation,Real Estate,16192171008.0,USD,N/A
BAX,40.13,39.88,0.25,Baxter International Inc.,Healthcare,20264269824.0,USD,N/A
LMT,461.29,449.28,12.01,Lockheed Martin Corporation,Industrials,135842603008.0,USD,N/A
KKR,95.54,93.52,2.02,KKR & Co. Inc.,Financial Services,113222582272.0,USD,N/A
KEY,14.7,14.35,0.35,KeyCorp,Financial Services,14933386240.0,USD,N/A
KEYS,148.55,146.24,2.31,"Keysight Technologies, Inc.",Technology,26038390784.0,USD,N/A
BMY,44.85,45.46,-0.61,Bristol-Myers Squibb Company,Healthcare,99606159360.0,USD,N/A
PSA,257.73,260.86,-3.13,Public Storage,Real Estate,62859464704.0,USD,N/A
WYNN,95.88,96.24,-0.36,"Wynn Resorts, Limited",Consumer Cyclical,8708431872.0,USD,N/A
EFX,223.42,220.65,2.77,Equifax Inc.,Industrials,37956018176.0,USD,N/A
NUE,175.42,175.58,-0.16,Nucor Corporation,Basic Materials,34079363072.0,USD,N/A
PKG,172.85,172.9,-0.05,Packaging Corporation of America,Consumer Cyclical,18884726784.0,USD,N/A
GDDY,125.01,120.81,4.2,GoDaddy Inc.,Technology,21467367424.0,USD,N/A
WAB,164.36,146.1,18.26,Westinghouse Air Brake Technologies Corporation,Industrials,29602424832.0,USD,N/A
CTSH,66.94,67.27,-0.33,Cognizant Technology Solutions Corporation,Technology,38269751296.0,USD,N/A
GEV,153.07,125.84,27.23,GE Vernova Inc.,Utilities,61992579072.0,USD,N/A
SWK,89.71,89.67,0.04,"Stanley Black & Decker, Inc.",Industrials,15603744768.0,USD,N/A
CRL,229.03,230.92,-1.89,"Charles River Laboratories International, Inc.",Healthcare,10254372864.0,USD,N/A
MU,114.84,108.99,5.85,"Micron Technology, Inc.",Technology,101148377088.0,USD,N/A
TRV,213.45,209.01,4.44,"The Travelers Companies, Inc.",Financial Services,54208831488.0,USD,N/A
L,75.46,73.57,1.89,Loews Corporation,Financial Services,17196177408.0,USD,N/A
AEP,85.26,80.24,5.02,"American Electric Power Company, Inc.",Utilities,55430938624.0,USD,N/A
CI,354.47,347.91,6.56,The Cigna Group,Healthcare,101957107712.0,USD,N/A
DOW,57.29,56.79,0.5,Dow Inc.,Basic Materials,35151192064.0,USD,N/A
CDW,242.26,237.7,4.56,CDW Corporation,Technology,29406754816.0,USD,N/A
BALL,69.8,64.39,5.41,Ball Corporation,Consumer Cyclical,20035289088.0,USD,N/A
JNJ,146.14,145.79,0.35,Johnson & Johnson,Healthcare,398446362624.0,USD,N/A
WM,210.1,205.76,4.34,"Waste Management, Inc.",Industrials,83493584896.0,USD,N/A
DOV,180.17,169.75,10.42,Dover Corporation,Industrials,25437976576.0,USD,N/A
CRM,274.29,273.81,0.48,"Salesforce, Inc.",Technology,243368919040.0,USD,N/A
PGR,208.03,203.51,4.52,The Progressive Corporation,Financial Services,149648474112.0,USD,N/A
WAT,311.3,299.63,11.67,Waters Corporation,Healthcare,19343667200.0,USD,N/A
IEX,220.66,222.75,-2.09,IDEX Corporation,Industrials,15124025344.0,USD,N/A
BWA,33.19,32.23,0.96,BorgWarner Inc.,Consumer Cyclical,7336438784.0,USD,N/A
LRCX,925.37,879.74,45.63,Lam Research Corporation,Technology,99968147456.0,USD,N/A
BLK,762.88,755.28,7.6,"BlackRock, Inc.",Financial Services,131201409024.0,USD,N/A
PPL,27.02,26.15,0.87,PPL Corporation,Utilities,23948109824.0,USD,N/A
